[TEXTURES]
-1	textures\Interior2.png	255	0	255

[SPRITES]
## MAP BACKGROUND 
-1	0	0	768	528	-1

[SHAREDDATA]
Interior-Area2_Shared_Data.txt

[OBJECTS]
-1	376	256
99	64	160

#Eyeball
30	272	272
29	272	272	6	11	23	24


#ROCK
16	32	96
16	32	160
16	32	224
16	32	288
16	32	352
16	32	416
16	32	480
16	48	80
16	80	112
16	96	96
16	112	80
16	48	208
16	48	272
16	48	336
16	48	400
16	48	464
16	64	64

16	64	192
16	64	256
16	64	320
16	64	384
16	64	448
16	80	112
16	80	176
16	80	240
16	80	304
16	80	368
16	80	432
16	80	496
16	96	160
16	96	224
16	96	288
16	96	352
16	96	416
16	96	480
16	112	144
16	112	208
16	112	272
16	112	336
16	112	400
16	112	464
16	128	64
16	128	128
16	128	192
16	128	256
16	128	320
16	128	384
16	128	448
16	144	112
16	144	176
16	144	240
16	144	304
16	144	368
16	144	432
16	144	496
16	160	96
16	160	160
16	160	224
16	160	288
16	160	352
16	160	416
16	160	480
16	176	80
16	176	144
16	176	208
16	176	272
16	176	336
16	176	400
16	176	464
16	192	64
16	192	128
16	192	192
16	192	256
16	192	320
16	192	384
16	192	448
16	208	112
16	208	176
16	208	240
16	208	304
16	208	368
16	208	432
16	208	496
16	224	96
16	224	160
16	224	224
16	224	288
16	224	352
16	224	416
16	224	480
16	240	80
16	240	144
16	240	208
16	240	272
16	240	336
16	240	400
16	240	464
16	256	64
16	256	128
16	256	192
16	256	256
16	256	320
16	256	384
16	256	448
16	272	112
16	272	176
16	272	240
16	272	304
16	272	368
16	272	432
16	272	496
16	288	96
16	288	160
16	288	224
16	288	288
16	288	352
16	288	416
16	288	480
16	304	80
16	304	144
16	304	208
16	304	272
16	304	336
16	304	400
16	304	464
16	320	64
16	320	128
16	320	192
16	320	256
16	320	320
16	320	384
16	320	448
16	336	112
16	336	176
16	336	240
16	336	304
16	336	368
16	336	432
16	336	496
16	352	96
16	352	160
16	352	224
16	352	288
16	352	352
16	352	416
16	352	480
16	368	80
16	368	144
16	368	208
16	368	272
16	368	336
16	368	400
16	368	464
16	384	64
16	384	128
16	384	192
16	384	256
16	384	320
16	384	384
16	384	448
16	400	112
16	400	176
16	400	240
16	400	304
16	400	368
16	400	432
16	400	496
16	416	96
16	416	160
16	416	224
16	416	288
16	416	352
16	416	416
16	416	480
16	432	80
16	432	144
16	432	208
16	432	272
16	432	336
16	432	400
16	432	464
16	448	64
16	448	128
16	448	192
16	448	256
16	448	320
16	448	384
16	448	448
16	464	112
16	464	176
16	464	240
16	464	304
16	464	368
16	464	432
#smallarearock 
16	592	352
16	592	368
16	592	384
16	592	400
16	608	336
16	608	352
16	608	400
16	608	416
16	624	336
16	672	384
16	640	336
16	672	368
16	656	336
16	656	352
16	656	400
16	656	416
16	672	352
16	672	400

#Spike
23	544	320	3	5
23	544	432	1	3
23	592	416	1	4
23	608	432	1	3
23	656	432	5	3
23	672	416	4	1
23	688	320	3	6
23	592	320	6	1
23	592	336	1	1
23	672	336	1	1




## CAMERA BOUNDARY LIST
#	#id_sec	left	top	right	bottom
76	A2I2_1	0	3	31	32
76	A2I2_2	32	19	47	32

## BIG GATE
77	30	25.5	1	0	0.65	0.65	36	0	A2I4	0	0
77	33	25.5	-1	0	0.65	0.65	-36	0	A2I4	0	0

## FREE MOVING AREA
79	0	-30	0	-28

## GATE OUT
##	x	y	id_target_scene
81	4	9	1

[DEFAULTCAMERA]

[MAP]
Interior2.json

[MERGEDBRICK]
Interior2_merged.json
